file,site,hole,type,core,section,distance_from_core_top1,mean_greyscale_values1,standard_deviation_of_greyscale_values1,median_of_greyscale_values1,mean_red_values1,standard_deviation_of_red_values1,median_of_red_values1,mean_green_values1,standard_deviation_of_green_values1,median_of_green_values1,mean_blue_values1,standard_deviation_of_blue_values1,median_of_blue_values1,distance_from_core_top2,mean_greyscale_values2,standard_deviation_of_greyscale_values2,median_of_greyscale_values2,mean_red_values2,standard_deviation_of_red_values2,median_of_red_values2,mean_green_values2,standard_deviation_of_green_values2,median_of_green_values2,mean_blue_values2,standard_deviation_of_blue_values2,median_of_blue_values2,Exp,Top depth CSF-B (m),Bottom depth CSF-B (m),top_depth,bot_depth,depth,age,colour
959A30X-1.dat,959,A,X,30,1,86.5,173.17672,60.005265,185,65.008082,21.08132,69,61.153556,21.299573,65,47.015086,17.841524,50,86.5,184.28118,44.45933,188,69.04157,15.020052,70,65.103926,15.744994,66,50.135681,13.912974,51,159,274,275.489,300.02,301.509,300.885,20.8708,#454132
959A30X-1.dat,959,A,X,30,1,87.5,188.39047,73.952154,184,70.290061,25.63507,69,66.566937,26.489041,64,51.533469,22.059083,50,87.5,197.85332,63.615307,191,73.738758,21.511628,71,69.9197,22.888519,67,54.194861,19.437277,52,159,274,275.489,300.02,301.509,300.895,20.871599999999997,#494536
959A30X-1.dat,959,A,X,30,1,88.5,233.11004,92.909489,245,85.136917,31.974456,90,82.59432,32.581611,87,65.378803,28.589522,68,88.5,250.77412,71.668084,252,91.497259,23.671481,92,88.845943,24.928463,89,70.430921,23.260849,71,159,274,275.489,300.02,301.509,300.905,20.8724,#5B5846
959A30X-1.dat,959,A,X,30,1,89.5,305.52181,93.305122,336,108.56947,31.678348,119,107.85091,32.166631,118,89.10142,29.668144,99,89.5,317.88378,72.390657,339,112.91918,23.889375,120,112.20814,24.534525,120,92.756471,24.139052,100,159,274,275.489,300.02,301.509,300.91499999999996,20.873199999999997,#70705C
959A30X-1.dat,959,A,X,30,1,90.5,316.62627,77.821739,340,113.0431,26.778128,121,111.74899,26.849306,120,91.834178,24.375308,99,90.5,326.39226,55.709551,342,116.50941,18.524141,122,115.18515,18.819316,120.5,94.697699,18.519359,100,159,274,275.489,300.02,301.509,300.92499999999995,20.873999999999995,#74735E
959A30X-1.dat,959,A,X,30,1,91.5,325.9143,73.646352,344,115.76217,25.516834,122,115.06085,25.305447,121,95.091278,23.018352,101,91.5,334.56689,51.686322,345,118.8355,17.406686,122,118.11556,17.215641,122,97.615825,17.243968,101,159,274,275.489,300.02,301.509,300.935,20.8748,#767661
959A30X-1.dat,959,A,X,30,1,92.5,316.20842,86.858771,339,112.88641,29.964994,121,111.5284,30.131973,120,91.793611,26.932964,99,92.5,330.29162,57.674186,341,117.86426,19.186745,121,116.49788,19.518684,120,95.92948,19.119971,99,159,274,275.489,300.02,301.509,300.945,20.8756,#75745F
959A30X-1.dat,959,A,X,30,1,93.5,251.33925,147.50339,320,88.560345,51.664942,114,88.673428,51.888407,113,74.105477,44.044948,94,93.5,327.86994,59.84673,339,115.50232,20.193926,119,115.65693,20.704935,119,96.710683,19.17266,100,159,274,275.489,300.02,301.509,300.955,20.8764,#737360
959A30X-1.dat,959,A,X,30,1,94.5,290.95842,140.25225,341,101.88793,48.466783,119,102.2145,48.667075,120,86.855984,43.276459,102,94.5,343.61705,73.332177,356,120.2563,24.504992,124,120.71309,24.361157,125,102.64766,24.644282,107,159,274,275.489,300.02,301.509,300.965,20.8772,#787866
959A30X-1.dat,959,A,X,30,1,95.5,288.53905,125.64642,330.5,101.39655,43.659851,116,101.66684,43.968014,117,85.475659,38.132242,97.5,95.5,335.15162,53.580788,343,117.70737,17.845805,120,118.09381,18.011804,121,99.350442,17.878011,102,159,274,275.489,300.02,301.509,300.97499999999997,20.877999999999997,#757663
959A30X-1.dat,959,A,X,30,1,96.5,322.31237,89.883242,349,113.73986,31.447342,123,113.60649,31.274846,123,94.966024,27.335326,103,96.5,340.0717,49.827768,351,120.00696,17.061247,124,119.86624,16.775992,123,100.1985,16.246649,103,159,274,275.489,300.02,301.509,300.98499999999996,20.8788,#787764
959A30X-1.dat,959,A,X,30,1,97.5,335.68053,88.88875,357,118.68661,31.075221,126,117.54665,30.939547,125,99.447262,27.031931,106,97.5,354.6329,40.72169,359,125.38639,13.573164,127,124.18435,13.814757,126,105.06217,13.597287,107,159,274,275.489,300.02,301.509,300.995,20.8796,#7D7C69
959A30X-1.dat,959,A,X,30,1,98.5,317.8389,83.148621,339,112.61907,29.054143,120,112.01994,28.916818,120,93.199892,25.356997,99,98.5,333.42001,45.489973,341,118.13963,15.324331,121,117.51159,15.273673,120,97.768796,15.126361,100,159,274,275.489,300.02,301.509,301.005,20.880399999999998,#767561
959A30X-1.dat,959,A,X,30,1,99.5,315.05477,106.84798,343,110.98783,37.309324,121,110.73834,37.033909,121,93.3286,32.697692,102,99.5,340.48904,60.950533,348,119.94134,20.871505,122,119.6716,20.45192,122,100.8761,19.90606,103,159,274,275.489,300.02,301.509,301.015,20.8812,#777764
959A30X-1.dat,959,A,X,30,1,100.5,258.77992,130.48528,308,90.435598,45.32923,107,91.343813,45.500882,109,77.000507,39.800371,92,100.5,307.56246,73.093604,322,107.45866,25.055607,111,108.54194,24.674638,114,91.561859,23.590021,97,159,274,275.489,300.02,301.509,301.025,20.881999999999998,#6B6C5B
959A30X-1.dat,959,A,X,30,1,101.5,256.51724,134.02473,306,90.373732,46.962001,107,90.547667,46.927087,108,75.595842,40.229484,90,101.5,311.7775,69.609485,324,109.80532,24.07101,113,110.03214,23.751162,115,91.940049,21.951416,96,159,274,275.489,300.02,301.509,301.03499999999997,20.882799999999996,#6D6E5B
959A30X-1.dat,959,A,X,30,1,102.5,288.64452,91.351057,314,100.4001,31.48441,109,102.09838,31.975819,111,86.146045,28.06351,94,102.5,310.45663,47.127943,318,107.98636,15.782166,110,109.81451,15.951703,112,92.655756,15.667007,95,159,274,275.489,300.02,301.509,301.04499999999996,20.883599999999998,#6B6D5C
959A30X-1.dat,959,A,X,30,1,103.5,294.07252,83.182197,312,101.42951,28.601597,107,103.9432,29.22114,110,88.699797,25.439399,94,103.5,314.25312,32.654279,314,108.39024,11.016528,108,111.07696,11.034777,111,94.785908,10.772052,95,159,274,275.489,300.02,301.509,301.055,20.8844,#6C6F5E
959A30X-1.dat,959,A,X,30,1,104.5,286.20538,78.72748,304,98.731237,27.112086,105,101.35649,27.731319,108,86.117647,23.946761,92,104.5,304.88547,30.204669,307,105.17504,10.292356,106,107.97191,10.274727,109,91.73852,9.7812685,92,159,274,275.489,300.02,301.509,301.065,20.8852,#696B5B
959A30X-1.dat,959,A,X,30,1,105.5,271.02383,90.100198,293,92.748479,30.787543,100,96.41785,31.750372,104,81.857505,27.68553,88,105.5,294.70695,43.680365,296,100.84658,14.883152,101,104.83664,14.885939,105,89.023731,14.147132,89,159,274,275.489,300.02,301.509,301.075,20.886,#646859
959A30X-1.dat,959,A,X,30,1,106.5,237.26978,90.246965,257,80.333164,30.37249,87,84.679006,31.81083,92,72.257606,28.201935,78,106.5,263.64576,47.442941,263,89.242373,15.772496,89,94.076271,16.157099,94,80.327119,15.747326,80,159,274,275.489,300.02,301.509,301.085,20.886799999999997,#595E50
959A30X-1.dat,959,A,X,30,1,107.5,234.43458,75.96009,253,80.724138,26.042251,87,83.956897,26.889285,90,69.75355,23.163485,76,107.5,252.34134,41.494444,257,86.888039,14.073306,88,90.368651,14.23699,92,75.084653,13.407157,77,159,274,275.489,300.02,301.509,301.09499999999997,20.8876,#565A4B
959A30X-1.dat,959,A,X,30,1,108.5,249.85142,71.225881,267,87.436613,24.691327,93,88.745436,25.025874,95,73.669371,21.611491,79,108.5,264.97526,37.224762,269,92.727811,12.553401,94,94.116729,12.6625,96,78.130715,12.156612,80,159,274,275.489,300.02,301.509,301.10499999999996,20.888399999999997,#5C5E4E
959A30X-1.dat,959,A,X,30,1,109.5,258.39817,62.135851,270,90.891164,21.532775,95,91.789871,21.945731,96,75.717134,18.784327,79,109.5,270.6821,27.297338,272,95.209486,8.8254665,96,96.151892,9.4044148,97,79.320723,9.2623968,80,159,274,275.489,300.02,301.509,301.115,20.889200000000002,#5F604F
959A30X-1.dat,959,A,X,30,1,110.5,243.45943,76.320573,266,86.009128,26.142157,94,86.370183,26.622564,94,71.080122,23.683279,78,110.5,259.12994,48.171118,268,91.454792,16.043008,95,91.880347,16.543592,95,75.794802,15.722113,79,159,274,275.489,300.02,301.509,301.125,20.89,#5B5B4B
959A30X-1.dat,959,A,X,30,1,111.5,202.90619,104.27102,243,71.232759,35.831871,85,71.891481,36.768771,86,59.781947,31.813624,71,111.5,242.95721,60.30291,257,85.143643,20.073675,90,86.07824,20.999432,91,71.73533,19.445877,76,159,274,275.489,300.02,301.509,301.135,20.8908,#555647
959A30X-1.dat,959,A,X,30,1,112.5,122.72465,110.57262,131,43.695233,38.426033,48.5,43.219067,39.200543,45,35.810345,33.089405,37,112.5,209.14185,59.326691,220,73.962996,19.601057,78,73.825551,21.153497,78,61.353304,18.880982,65,159,274,275.489,300.02,301.509,301.145,20.891599999999997,#49493D
959A30X-1.dat,959,A,X,30,1,113.5,34.533976,75.30782,0,13.016227,27.942569,0,12.132353,26.493755,0,9.3853955,20.950052,0,113.5,189.32,51.300457,194,70.74,17.495422,73,66.754286,17.456525,69,51.825714,16.525085,52,159,274,275.489,300.02,301.509,301.155,20.8924,#464233
959A30X-1.dat,959,A,X,30,1,114.5,127.63235,103.10841,151,47.017241,37.134947,57,44.482252,35.748873,53,36.13286,30.395041,41,114.5,194.15835,60.174122,188,71.395476,20.194884,70,67.645866,20.52738,65,55.117005,19.656823,53,159,274,275.489,300.02,301.509,301.16499999999996,20.893199999999997,#474337
959A30X-1.dat,959,A,X,30,1,115.5,172.32961,97.981153,188,62.544625,33.98865,69,60.192191,34.464713,67,49.592799,29.763741,53,115.5,209.90932,65.54468,210,75.878674,21.702483,76,73.433396,22.999247,73,60.597248,21.142295,60,159,274,275.489,300.02,301.509,301.17499999999995,20.893999999999995,#4B493C
959A30X-1.dat,959,A,X,30,1,116.5,132.66278,91.377848,149,49.085193,32.880375,56,46.290568,31.966834,52,37.287018,26.712399,40.5,116.5,181.46582,55.017442,181,66.937984,18.760358,66,63.443975,19.013363,63,51.083862,17.494408,51,159,274,275.489,300.02,301.509,301.185,20.8948,#423F33
959A30X-1.dat,959,A,X,30,1,117.5,130.16582,73.838796,138,48.99645,26.414878,53,44.906187,25.806461,48,36.263185,21.824381,38,117.5,160.79618,46.631864,148,60.180892,15.795713,56,55.592357,16.367963,51,45.02293,14.739661,41,159,274,275.489,300.02,301.509,301.195,20.895599999999998,#3C372D
959A30X-1.dat,959,A,X,30,1,118.5,118.92444,84.884497,129,45.015213,30.922396,50,40.609026,29.412388,44,33.300203,24.720398,35,118.5,161.3078,56.711508,144,60.854457,19.406393,55,55.137187,20.089798,49,45.316156,17.432967,40,159,274,275.489,300.02,301.509,301.205,20.8964,#3C372D
959A30X-1.dat,959,A,X,30,1,119.5,103.98682,73.981135,116,39.570487,26.937544,45,35.206389,25.317517,39,29.209939,21.978301,32,119.5,143.36364,46.62169,133,54.238636,15.713358,51,48.634943,16.112265,45,40.490057,15.095852,37,159,274,275.489,300.02,301.509,301.215,20.897199999999998,#363028
959A30X-1.dat,959,A,X,30,1,120.5,129.78499,79.337256,132,48.602434,28.018787,50,44.336714,27.607402,45,36.845842,23.900618,37,120.5,155.94578,61.113291,141,58.278497,20.40155,54,53.356131,21.483084,48,44.311152,19.387856,39,159,274,275.489,300.02,301.509,301.22499999999997,20.897999999999996,#3A352C
959A30X-1.dat,959,A,X,30,1,121.5,125.46659,89.20022,116.5,46.833513,31.575653,45,42.632543,30.809697,39,36.000539,27.020896,32,121.5,155.63154,74.56685,129,57.942896,25.410711,49,52.942216,25.98435,44,44.746431,23.375294,37,159,274,275.489,300.02,301.509,301.23499999999996,20.898799999999998,#39342C
959A30X-1.dat,959,A,X,30,1,122.5,73.610041,71.177774,84,27.954361,26.252587,33,25.03499,24.418936,28,20.62069,20.690347,22,122.5,130.29455,44.38311,119,49.256694,15.033869,46,44.381348,15.517491,40,36.65651,14.160038,33,159,274,275.489,300.02,301.509,301.245,20.8996,#312C24
959A30X-1.dat,959,A,X,30,1,123.5,118.7003,81.983125,120,44.898073,29.433416,46,40.302738,27.991884,40,33.499493,24.77674,33,123.5,153.06627,60.500912,137,57.69715,20.372861,52,51.998012,20.753367,46,43.371107,19.563102,39,159,274,275.489,300.02,301.509,301.255,20.9004,#39332B
959A30X-1.dat,959,A,X,30,1,124.5,121.4432,63.315389,125,45.736815,22.320192,48,41.123732,21.656394,42,34.582657,19.544217,36,124.5,141.75978,45.503615,132,53.119205,15.215765,50,48.030704,15.683762,45,40.609874,14.804045,38,159,274,275.489,300.02,301.509,301.265,20.9012,#353028
959A30X-1.dat,959,A,X,30,1,125.5,126.99645,64.473692,127,47.811866,22.424926,48,42.799696,22.207795,43,36.384888,20.026224,36,125.5,142.97683,51.454976,131,53.592121,17.207529,50,48.307068,17.743866,44,41.077636,16.654957,37,159,274,275.489,300.02,301.509,301.275,20.901999999999997,#353029
959A30X-1.dat,959,A,X,30,1,126.5,135.25963,63.870767,134,50.891481,22.254977,51,45.815923,21.886662,45,38.552231,19.902064,38,126.5,149.20824,50.800549,138,55.959368,17.012784,52,50.593115,17.412906,47,42.655756,16.515004,39,159,274,275.489,300.02,301.509,301.28499999999997,20.9028,#37322A
959A30X-1.dat,959,A,X,30,1,127.5,150.64604,69.801847,147,56.165822,24.347568,55,51.56998,23.960429,50,42.910243,21.650997,42,127.5,166.01632,54.584706,152,61.705684,18.404567,57,56.849184,18.722782,52,47.461452,17.587292,43,159,274,275.489,300.02,301.509,301.29499999999996,20.903599999999997,#3D382F
959A30X-1.dat,959,A,X,30,1,128.5,148.42495,60.027805,144,55.95284,20.972677,55,51.076065,20.416373,50,41.396045,18.797024,40,128.5,158.41272,48.563509,146,59.630778,16.289784,55,54.508428,16.397663,50,44.273518,15.974194,40,159,274,275.489,300.02,301.509,301.305,20.9044,#3B362C
959A30X-1.dat,959,A,X,30,1,129.5,145.5644,50.675162,146,54.836714,17.836415,55,49.78144,17.250487,50,40.946247,15.760033,41,129.5,153.5957,39.561338,148,57.787634,13.401587,56,52.54086,13.37987,51,43.267204,12.933608,41,159,274,275.489,300.02,301.509,301.315,20.9052,#39342B
959A30X-1.dat,959,A,X,30,1,130.5,146.65517,58.243072,154,54.780933,20.455063,58,49.975659,19.955466,53,41.89858,17.975542,44,130.5,161.6462,38.565,158,60.154366,13.004806,59,55.159437,13.024517,54,46.332394,12.666921,45,159,274,275.489,300.02,301.509,301.325,20.906,#3C372E
959A30X-1.dat,959,A,X,30,1,131.5,153.15771,85.12335,174,56.724645,30.694593,65,53.189148,29.529324,60,43.243915,25.05138,48,131.5,188.13784,49.941494,185,69.572682,17.0411,69,65.347744,17.233306,64,53.217419,15.858851,52,159,274,275.489,300.02,301.509,301.335,20.906799999999997,#454135
959A30X-1.dat,959,A,X,30,1,132.5,197.08459,70.336012,205,72.913254,24.739952,76,69.031789,24.665625,71.5,55.139547,21.11617,57,132.5,211.43761,49.296326,210,78.096344,16.721466,78,74.085316,17.202397,74,59.255949,15.575602,59,159,274,275.489,300.02,301.509,301.34499999999997,20.9076,#4E4A3B
959A30X-1.dat,959,A,X,30,1,133.5,186.08925,71.962489,202,68.577079,25.310004,74,65.176978,25.274196,71,52.335193,21.575295,57,133.5,203.851,47.080323,207,74.960938,15.909278,76,71.436942,16.434104,73,57.453125,14.973941,58,159,274,275.489,300.02,301.509,301.35499999999996,20.908399999999997,#4A4739
959A30X-1.dat,959,A,X,30,1,134.5,202.72566,76.692248,218.5,74.241379,27.049695,80,71.094828,27.01381,77,57.389452,22.788829,62,134.5,219.61301,52.985758,225,80.314774,18.147603,82,77.033627,18.700752,79,62.264609,16.328113,63,159,274,275.489,300.02,301.509,301.365,20.909200000000002,#504D3E
959A30X-1.dat,959,A,X,30,1,135.5,252.41481,100.81232,287,89.407201,34.574386,102,89.059331,35.29759,102,73.948276,31.149145999999998,83,135.5,281.36911,59.16391,293,99.532084,19.301237,104,99.243612,20.470079,104,82.593413,19.639491,86,159,274,275.489,300.02,301.509,301.375,20.91,#636352
959A30X-1.dat,959,A,X,30,1,136.5,260.74493,98.211264,290,92.760649,33.746458,103,91.713996,33.941654,102,76.270284,30.703711,85,136.5,283.69286,64.815329,296,100.83619,21.388609,105,99.744328,21.945239,104,83.112341,21.635383,87,159,274,275.489,300.02,301.509,301.385,20.9108,#646353
959A30X-1.dat,959,A,X,30,1,137.5,278.30223,79.365654,295,98.591785,27.443021,105,98.106491,27.544693,104,81.603955,24.531983,86.5,137.5,293.47005,46.820833,298,103.96524,15.351364,106,103.45348,15.717807,105,86.051337,15.875773,87,159,274,275.489,300.02,301.509,301.395,20.9116,#676756
959A30X-1.dat,959,A,X,30,1,138.5,278.5284,74.486987,295,98.963489,25.94168,105,98.483773,26.031968,104,81.081136,22.638099,86,138.5,293.55668,38.468567,298,104.30267,12.567649,106,103.7984,12.960511,105,85.455615,13.041191,87,159,274,275.489,300.02,301.509,301.405,20.912399999999998,#686755
959A30X-1.dat,959,A,X,30,1,139.5,201.33519,133.65989,263,71.876268,47.387185,95,71.207911,47.108179,94,58.251014,39.24704,74,139.5,280.89844,53.27478,287,100.2642,17.904662,103,99.341619,18.28229,102,81.292614,17.239635,83,159,274,275.489,300.02,301.509,301.41499999999996,20.913199999999996,#646351
959A30X-1.dat,959,A,X,30,1,140.5,260.71704,82.855758,287,93.073529,28.808332,103,91.926978,28.886941,101,75.716531,25.290344,83,140.5,277.33964,53.581192,290,98.936182,18.180916,103,97.787453,18.334664,102,80.616009,17.208949,84,159,274,275.489,300.02,301.509,301.42499999999995,20.913999999999998,#626150
959A30X-1.dat,959,A,X,30,1,141.5,290.88742,72.573716,310,101.76775,24.286444,108,102.55882,24.961626,109,86.560852,23.450604,93,141.5,296.35814,61.374108,311,103.67752,20.145602,109,104.48527,20.889913,110,88.195349,20.437791,93,159,274,275.489,300.02,301.509,301.435,20.9148,#676858
959A30X-1.dat,959,A,X,30,1,142.5,303.9645,59.337008,315,106.31542,20.274221,110,107.33215,20.525905,111,90.316937,18.669016,94,142.5,310.90706,39.057602,316,108.73572,12.958044,111,109.78141,13.133856,112,92.389927,13.102556,94,159,274,275.489,300.02,301.509,301.445,20.915599999999998,#6C6D5C
959A30X-1.dat,959,A,X,30,1,143.5,299.56744,56.159156,307,105.3215,19.276542,108,105.48682,19.372771,108,88.759128,17.656003,91,143.5,305.57919,37.769648,308,107.43271,12.574135,108,107.60248,12.689061,108,90.543996,12.660472,91,159,274,275.489,300.02,301.509,301.455,20.9164,#6B6B5A
959A30X-1.dat,959,A,X,30,1,144.5,323.17565,63.836477,334,110.93211,21.354528,115,113.15086,21.737639,117,99.092672,20.957897,102,144.5,328.84539,47.761225,335,112.87829,15.627503,115,115.13596,15.878832,117,100.83114,16.478946,103,159,274,275.489,300.02,301.509,301.465,20.917199999999998,#707364
959A30X-1.dat,959,A,X,30,1,145.5,325.23935,83.562325,348,112.66633,28.437319,120,113.55933,28.95976,122,99.013692,26.43895,106,145.5,341.57219,42.313352,350,118.32286,13.579395,121,119.26105,14.326755,122,103.98828,14.832428,107,159,274,275.489,300.02,301.509,301.47499999999997,20.917999999999996,#767767
959A30X-1.dat,959,A,X,30,1,146.5,313.71095,91.726413,336,108.80122,31.255709,117,109.7784,31.873292,118,95.131339,28.86369,102,146.5,335.81379,39.900114,338,116.46688,12.405744,118,117.51303,13.398626,119,101.83388,14.491661,103,159,274,275.489,300.02,301.509,301.48499999999996,20.918799999999997,#747565
959A30X-1.dat,959,A,X,30,1,147.5,302.26724,58.849739,311,105.98732,20.155442,109,106.61714,20.446834,109.5,89.662779,18.424097,92,147.5,309.82423,35.311492,312,108.63651,11.547957,109,109.28237,11.918638,110,91.905356,12.04822,92,159,274,275.489,300.02,301.509,301.495,20.9196,#6C6D5B
959A30X-1.dat,959,A,X,30,1,148.5,285.89351,53.647674,298,100.86308,18.206369,105,100.7789,18.697431,105,84.251521,16.88369,88,148.5,290.90918,38.32404,299,102.63261,12.473377,105,102.54696,13.20335,105,85.729618,12.778126,88,159,274,275.489,300.02,301.509,301.505,20.9204,#666655
959A30X-1.dat,959,A,X,30,1,149.5,261.02992,64.783459,271.5,92.605477,21.660742,96,91.906694,22.151327,96,76.517748,21.139295,80,149.5,267.19636,51.921217,272,94.776104,16.780757,96,94.064416,17.492262,96,78.355844,17.76816,80,159,274,275.489,300.02,301.509,301.515,20.9212,#5E5E4E
959A30X-2.dat,959,A,X,30,2,0.5,172.76208,139.01759,230,59.91229,48.08959,81,60.698529,48.754293,81,52.151261,42.25892,69,0.5,275.00924,54.366393,286,95.347059,18.456679,99,96.589076,18.877589,101,83.073109,17.343137,86,159,275.489,276.978,301.509,302.998,301.514,20.921120000000002,#5F6053
959A30X-2.dat,959,A,X,30,2,1.5,305.05042,68.448611,323,105.14496,23.335002,111,106.05882,23.47655,112,93.846639,21.752045,100,1.5,315.55846,40.047465,325,108.74769,13.477441,111,109.70256,13.415643,113,97.108211,13.323126,100,159,275.489,276.978,301.509,302.998,301.524,20.92192,#6C6D61
959A30X-2.dat,959,A,X,30,2,2.5,310.90179,78.380382,330,106.92069,26.83167,113,108.00368,27.002724,115,95.977416,24.688985,102,2.5,326.38555,37.790096,331,112.24379,12.738719,114,113.38224,12.631431,115,100.75951,12.688124,102,159,275.489,276.978,301.509,302.998,301.534,20.922719999999998,#707164
959A30X-2.dat,959,A,X,30,2,3.5,302.6917,101.33612,339,103.88866,34.279157,116,104.98109,34.789596,118,93.821954,32.378303,105,3.5,328.38813,53.500343,342,112.67637,17.494937,117,113.87957,17.889208,118.5,101.83219,18.261735,106,159,275.489,276.978,301.509,302.998,301.54400000000004,20.923520000000003,#707165
959A30X-2.dat,959,A,X,30,2,4.5,306.56618,83.947741,333.5,104.95168,28.235456,114,106.92542,28.767733,116,94.689076,27.058916,103,4.5,321.49448,52.558594,335,110.03477,17.279091,114,112.09768,17.643749,117,99.362031,17.767542,104,159,275.489,276.978,301.509,302.998,301.55400000000003,20.92432,#6E7063
